Embalse,Agua embalsada (08-04-2024):hm3,Variacion semana Anterior:hm3,Capacidad:hm3,Misma Semana (2023):hm3,Misma Semana (Med. 10 Años):hm3,Cuenca:,Provincia:,Municipio Presa:,Rio:,Tipo de Presa:,Año de construccion (Final):,Superficie:,Localizacion:,Abastecimiento:,Riego:,Electricidad:,Industrial:,Pesca:,Navegación:,Baño:,Pic-nic:,Restaurantes:,Pluviometros,Longitud,Latitud
molino-de-la-hoz,0,0,0,0,0,Tajo,Madrid,"ROZAS DE MADRID, LAS",GUADARRAMA,Materiales sueltos homogenea,1973,11.00 ha,Ver Mapa,False,False,False,False,False,False,False,False,False,"['Colmenar Viejo', 'Pozuelo de Alarcón', 'Alpedrete', 'Valdemorillo', 'Villanueva de la Cañada']",-3.9384415415916,40.532452601284
montehermoso,0,0,0,0,0,Tajo,Caceres,MONTEHERMOSO,DE LA PAZ (ARROYO DEL PEZ),Gravedad,1970,14.00 ha,Ver Mapa,False,False,False,False,False,False,False,False,False,"['Guijo de Granadilla', 'Montehermoso', 'Plasencia', 'Coria', 'Torrecilla de los Angeles']",-6.3494332219503,40.110594805027
navalagamella,0,0,0,0,0,Tajo,Madrid,NAVALAGAMELLA,CURA,Gravedad,1972,2.00 ha,Ver Mapa,False,False,False,False,False,False,False,False,False,"['Pozuelo de Alarcón', 'Cebreros', 'Robledo de Chavela', 'Valdemorillo', 'Villanueva de la Cañada']",-4.131092945526,40.38946914639
navalmedio,0,0,0,0,0,Tajo,Madrid,CERCEDILLA,NAVALMEDIO,Gravedad,1968,7.50 ha,Ver Mapa,False,False,False,False,False,False,False,False,False,"['Puerto de Navacerrada', 'San Rafael', 'Rascafría', 'Puerto Alto del León', 'Alpedrete']",-4.0359380554012,40.752329618426
navalmoral,0,0,0,0,0,Tajo,Avila,NAVALMORAL,SANTAMARIA,Gravedad,2000,0.90 ha,Ver Mapa,False,False,False,False,False,False,False,False,False,"['Muñotello', 'Ávila', 'Puerto El Pico', 'Rozas de Puerto Real', 'Sotillo de la Adrada']",-4.7574075960177,40.457316483461
navalmoral-de-la-mata,0,0,3,0,0,Tajo,Caceres,JARANDILLA DE LA VERA,B. TORRESECA,Materiales sueltos homogenea,1992,49.00 ha,Ver Mapa,False,False,False,False,False,False,False,False,False,"['Madrigal de la Vera', 'Navalmoral de la Mata', 'Garganta de la Olla', 'Tornavacas', 'Piornal']",-5.6066298690093,40.062949130769
navalperal-de-pinares,0,0,0,0,0,Tajo,Avila,NAVALPERAL DE PINARES,MAILLO (ARROYO MAILLO),Gravedad,1980,9.00 ha,Ver Mapa,False,False,False,False,False,False,False,False,False,"['Ávila', 'San Rafael', 'Rozas de Puerto Real', 'Cebreros', 'Robledo de Chavela']",-4.472033294472,40.600422230456
navarredonda,0,0,1,0,0,Tajo,Caceres,ZARZA DE MONTANCHEZ,TAMUJA,Gravedad,1997,34.00 ha,Ver Mapa,False,False,False,False,False,False,False,False,False,"['Trujillo', 'Trujillo', 'Zorita', 'Don Benito', 'Alcuescar']",-6.0215738818767,39.241903342941
navas-del-madrono,0,0,1,0,0,Tajo,Caceres,NAVAS DEL MADROÑO,ARROYO DE REHANA,Gravedad,1938,17.00 ha,Ver Mapa,False,False,False,False,False,False,False,False,False,"['Cáceres', 'Cañaveral', 'Zarza La Mayor', 'Aliseda', 'Brozas']",0,0
nunomoral,0,0,0,0,0,Tajo,Caceres,NUÑOMORAL,BCO. ARROLAMUDA (AYO. ARROMULAS),Gravedad,1981,1.00 ha,Ver Mapa,False,False,False,False,False,False,False,False,False,"['El Maíllo', 'Nuñomoral', 'Guijo de Granadilla', 'Montehermoso', 'Torrecilla de los Angeles']",-6.2124523868062,40.381479196121
palomero,0,0,0,0,0,Tajo,Caceres,SANTA CRUZ DE PANIAGUA,RIBERA DEL BRONCO,Gravedad,1977,7.00 ha,Ver Mapa,False,False,False,False,False,False,False,False,False,"['Nuñomoral', 'Guijo de Granadilla', 'Montehermoso', 'Coria', 'Torrecilla de los Angeles']",-6.339540481567383,40.24075028945959
peguerinos,0,0,0,0,0,Tajo,Avila,PEGUERINOS,CHUBIECO,Gravedad,1991,3.00 ha,Ver Mapa,False,False,False,False,False,False,False,False,False,"['Puerto de Navacerrada', 'San Rafael', 'Puerto Alto del León', 'Alpedrete', 'Valdemorillo']",-4.223384857177734,40.66364734372907
peraleda-de-san-roman,0,0,1,0,0,Tajo,Caceres,PERALEDA DE SAN ROMAN,ARROYO DEL ROSAL,Materiales sueltos homogenea,1993,0.00 ha,Ver Mapa,False,False,False,False,False,False,False,False,False,"['Navalvillar de Ibor', 'Oropesa', 'Navalmoral de la Mata', 'Puerto Rey', 'Guadalupe']",-5.385532379150391,39.72712520219211
pescueza,0,0,0,0,0,Tajo,Caceres,PESCUEZA,TORRUCA,Gravedad,1980,2.00 ha,Ver Mapa,False,False,False,False,False,False,False,False,False,"['Cañaveral', 'Coria', 'Hoyos', 'Zarza La Mayor', 'Valverde del Fresno']",-6.6392101244539,39.923907178026
petit,0,0,1,0,0,Tajo,Caceres,ARROYO DE LA LUZ,PONTONES,Gravedad,1850,45.00 ha,Ver Mapa,False,False,False,False,False,False,False,False,False,"['Cáceres', 'Cañaveral', 'Aliseda', 'Brozas', 'Puebla de Obando']",-6.5603710127373,39.539584188594
piedralaves,0,0,0,0,0,Tajo,Avila,PIEDRALAVES,GARGANTA DE NUÑO COJO,Materiales sueltos P asfáltica,1999,3.00 ha,Ver Mapa,False,False,False,False,False,False,False,False,False,"['Puerto El Pico', 'Rozas de Puerto Real', 'Cebreros', 'Castillo de Bayuela', 'Sotillo de la Adrada']",-4.709014892578125,40.33856299108956
pielago,0,0,0,0,0,Tajo,Toledo,NAVAMORCUENDE,GUADYERBAS,Materiales sueltos homogenea,1993,8.00 ha,Ver Mapa,False,False,False,False,False,False,False,False,False,"['Puerto El Pico', 'Rozas de Puerto Real', 'Castillo de Bayuela', 'Talavera de la Reina', 'Sotillo de la Adrada']",-4.7574848777989,40.135706909442
pinofranqueado,0,0,1,0,0,Tajo,Caceres,PINOFRANQUEADO,ANGELES,Gravedad,1997,13.00 ha,Ver Mapa,False,False,False,False,False,False,False,False,False,"['El Bodón Base Aérea', 'Nuñomoral', 'Guijo de Granadilla', 'Montehermoso', 'Torrecilla de los Angeles']",-6.4263153076171875,40.28410912613683
pizarroso,0,0,1,0,0,Tajo,Caceres,VALDELACASA DE TAJO,PIZARROSO,Gravedad,1983,13.00 ha,Ver Mapa,False,False,False,False,False,False,False,False,False,"['Navalvillar de Ibor', 'Oropesa', 'Navalmoral de la Mata', 'Puerto Rey', 'Guadalupe']",0,0
ponton-de-la-oliva,0,0,3,0,0,Tajo,Madrid,PATONES Y ALPEDRETE,LOZOYA,Gravedad,1858,20.00 ha,Ver Mapa,False,False,False,False,False,False,False,False,False,"['La Pinilla', 'Pantano el Vado', 'Buitrago del Lozoya', 'Guadalajara', 'Colmenar Viejo']",-3.4427671620742,40.888734520742
pozo-de-los-ramos,0,0,1,0,0,Tajo,Guadalajara,TAMAJON,SORBE,Gravedad,1976,14.00 ha,Ver Mapa,False,False,False,False,False,False,False,False,False,"['Liceras', 'La Pinilla', 'Pantano el Vado', 'Campisábalos', 'Brihuega']",-3.198413360646,41.02724067207
pusa,0,0,1,0,0,Tajo,Toledo,"NAVALUCILLOS, LOS",PUSA,Gravedad,1991,8.00 ha,Ver Mapa,False,False,False,False,False,False,False,False,False,"['San Pablo de los Montes', 'Navahermosa', 'Talavera de la Reina', 'Alcornoquera', 'Puerto Rey']",-4.6570731582128,39.620954019174
quebrada-de-tiendas,0,0,0,0,0,Tajo,Caceres,TALAYUELA,QUEBRADA DE TIENDAS,Materiales sueltos homogenea,1850,9.00 ha,Ver Mapa,False,False,False,False,False,False,False,False,False,"['Barco de Avila', 'Candeleda', 'Madrigal de la Vera', 'Oropesa', 'Navalmoral de la Mata']",-5.382270812988281,40.06979588915595
ribera-de-mula,0,0,1,0,0,Tajo,Caceres,SALORINO,RIBERA DE MULA,Materiales sueltos y mampostería,1920,10.00 ha,Ver Mapa,False,False,False,False,False,False,False,False,False,"['Aliseda', 'Brozas', 'Valencia de Alcántara', 'Alburquerque', 'Puebla de Obando']",-6.994171142578125,39.459655645582245
robledo-de-chavela,0,0,0,0,0,Tajo,Madrid,VALDEMAQUEDA y Sta. Mª de la ALAMEDA,COFIO,Gravedad,1968,4.00 ha,Ver Mapa,False,False,False,False,False,False,False,False,False,"['San Rafael', 'Puerto Alto del León', 'Cebreros', 'Robledo de Chavela', 'Valdemorillo']",-4.2634678051301,40.537643318847
san-marcos,0,0,3,0,0,Tajo,Caceres,ACEITUNA,AYO. ACEITUNA,Materiales sueltos P hormigón,1997,33.00 ha,Ver Mapa,False,False,False,False,False,False,False,False,False,"['Guijo de Granadilla', 'Montehermoso', 'Plasencia', 'Coria', 'Torrecilla de los Angeles']",-6.315679550170898,40.122584439463615
santa-cruz-de-pinares,0,0,1,0,0,Tajo,Avila,SANTA CRUZ DE PINARES,AYO. REGUERA,Gravedad,1995,8.00 ha,Ver Mapa,False,False,False,False,False,False,False,False,False,"['Ávila', 'Gotarrendura', 'Rozas de Puerto Real', 'Cebreros', 'Sotillo de la Adrada']",-4.5877429240419,40.552171924915
santa-marta-de-magasca,0,0,0,0,0,Tajo,Caceres,SANTA MARTA DE MAGASCA,AYO. PASCUALETE,Gravedad,1991,0.00 ha,Ver Mapa,False,False,False,False,False,False,False,False,False,"['Serradilla', 'Jaraicejo', 'Trujillo', 'Trujillo', 'Cáceres']",-6.075782775878906,39.513444050380485
serradilla,0,0,1,0,0,Tajo,Caceres,"CASAS DE MILLAN, MIRABEL",RIBERA DEL CASTAÑO,Gravedad,1995,11.00 ha,Ver Mapa,False,False,False,False,False,False,False,False,False,"['Serradilla', 'Cañaveral', 'Montehermoso', 'Plasencia', 'Coria']",-6.2664485908695,39.826712871394
serrejon,0,0,0,0,0,Tajo,Caceres,SERREJON,CERCAS (ARROYO DE LA CERCA),Materiales sueltos homogenea,1978,5.00 ha,Ver Mapa,False,False,False,False,False,False,False,False,False,"['Navalmoral de la Mata', 'Garganta de la Olla', 'Jaraicejo', 'Piornal', 'Plasencia']",-5.8250580638583,39.841634509585
talavan,0,0,1,0,0,Tajo,Caceres,HINOJAL,TALAVAN,Gravedad,1977,42.00 ha,Ver Mapa,False,False,False,False,False,False,False,False,False,"['Serradilla', 'Cáceres', 'Cañaveral', 'Plasencia', 'Coria']",-6.3066650834598,39.676313714315
torreherrera,0,0,0,0,0,Tajo,Caceres,MADROÑERA,AYO. TORREHERRERA,Materiales sueltos homogenea,1977,5.00 ha,Ver Mapa,False,False,False,False,False,False,False,False,False,"['Serradilla', 'Jaraicejo', 'Trujillo', 'Trujillo', 'Zorita']",-5.7732269158945,39.487506641885
torrejon-el-rubio,0,0,0,0,0,Tajo,Caceres,TORREJON EL RUBIO,PUEBLO (ARROYO EL PUEBLO),Gravedad,1977,8.00 ha,Ver Mapa,False,False,False,False,False,False,False,False,False,"['Serradilla', 'Jaraicejo', 'Trujillo', 'Trujillo', 'Plasencia']",-6.0005894617702,39.771947102193
torrejon-tietar,0,0,18,0,0,Tajo,Caceres,"SERRADILLA, TORIL",TIETAR,Gravedad,1967,219.00 ha,Ver Mapa,False,False,False,False,False,False,False,False,False,"['Garganta de la Olla', 'Serradilla', 'Jaraicejo', 'Piornal', 'Plasencia']",-5.926051,39.868296
torrejoncillo,0,0,1,0,0,Tajo,Caceres,PEDROSO DE ACIM,FRESNEDOSA,Materiales sueltos homogenea,1992,27.93 ha,Ver Mapa,False,False,False,False,False,False,False,False,False,"['Serradilla', 'Cañaveral', 'Montehermoso', 'Plasencia', 'Coria']",-6.4052680868952,39.844766610188
torremenga,0,0,0,0,0,Tajo,Caceres,TORREMENGA,SAN PEDRO (SAN PEDRO Y FUENTECILLA),Materiales sueltos P hormigón,1985,15.04 ha,Ver Mapa,False,False,False,False,False,False,False,False,False,"['Navalmoral de la Mata', 'Garganta de la Olla', 'Hervás', 'Tornavacas', 'Piornal']",-5.7765449226554,40.029272739778
torremocha,0,0,1,0,0,Tajo,Caceres,TORREMOCHA,SALOR,Gravedad,1979,16.00 ha,Ver Mapa,False,False,False,False,False,False,False,False,False,"['Trujillo', 'Trujillo', 'Cáceres', 'Alcuescar', 'Puebla de Obando']",-6.1946445486333,39.34665162325
tozo,0,0,0,0,0,Tajo,Caceres,TORRECILLAS DE LA TIESA,TOZO,Gravedad,1962,3.00 ha,Ver Mapa,False,False,False,False,False,False,False,False,False,"['Serradilla', 'Jaraicejo', 'Trujillo', 'Trujillo', 'Zorita']",-5.7927480692972,39.582979346563
tres-torres,0,0,1,0,0,Tajo,Caceres,TORREMOCHA,ZORITA (ARROYO ZORITA),Gravedad,1973,30.00 ha,Ver Mapa,False,False,False,False,False,False,False,False,False,"['Trujillo', 'Cáceres', 'Don Benito', 'Alcuescar', 'Puebla de Obando']",-6.2319992914975,39.311511668637
trujillo,0,0,1,0,0,Tajo,Caceres,CABAÑAS DEL CASTILLO,GARGANTA DE SANTA LUCIA,Gravedad,1997,0.00 ha,Ver Mapa,False,False,False,False,False,False,False,False,False,"['Jaraicejo', 'Trujillo', 'Trujillo', 'Zorita', 'Alcuescar']",-5.898113250732422,39.44427988881966
valdajos,0,0,1,0,0,Tajo,Toledo,VILLARRUBIA DE SANTIAGO,TAJO,Gravedad,1530,28.00 ha,Ver Mapa,False,False,False,False,False,False,False,False,False,"['Tarancón', 'Ocaña', 'Aranjuez', 'Arganda del Rey', 'Tielmes']",-3.3200274330683,40.043821072102
valdefuentes,0,0,1,0,0,Tajo,Caceres,VALDEFUENTES,VALDEALCORNOQUE,Materiales sueltos homogenea,1981,0.00 ha,Ver Mapa,False,False,False,False,False,False,False,False,False,"['Trujillo', 'Trujillo', 'Cáceres', 'Don Benito', 'Alcuescar']",-6.1074600647554,39.308481525791
valdesimon,0,0,0,0,0,Tajo,Toledo,"YEBENES, LOS",VALDESIMON,Materiales sueltos homogenea,1979,8.70 ha,Ver Mapa,False,False,False,False,False,False,False,False,False,"['Tembleque', 'Mora', 'Madridejos', 'Ciudad Real', 'El Robledo']",0,0
vegas-altas,0,0,0,0,0,Tajo,Caceres,BROZAS,RIVERA DE LA MATA,Contrafuertes,1800,7.25 ha,Ver Mapa,False,False,False,False,False,False,False,False,False,"['Cáceres', 'Cañaveral', 'Zarza La Mayor', 'Aliseda', 'Brozas']",-6.6952203755412,39.631077065586
